date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:14:57	258/258	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:14:57%20GMT	https://centerforiranianmusic.org/category/events	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/category/events	(from https://centerforiranianmusic.org/)
10:14:58	255/255	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:14:58%20GMT	https://centerforiranianmusic.org/iranianmusic	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/iranianmusic	(from https://centerforiranianmusic.org/)
10:14:58	25311/25311	---M--	200	added ('OK')	text/html	etag:%2262df-606ad7c9a4e55%22	https://centerforiranianmusic.org/about/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/about/index.html	(from https://centerforiranianmusic.org/)
10:14:58	257/257	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:14:58%20GMT	https://centerforiranianmusic.org/generalhistory	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/generalhistory	(from https://centerforiranianmusic.org/)
10:14:58	257/257	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:14:58%20GMT	https://centerforiranianmusic.org/musicalhistory	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/musicalhistory	(from https://centerforiranianmusic.org/)
10:14:58	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:14:58%20GMT	https://centerforiranianmusic.org/concepts	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/concepts	(from https://centerforiranianmusic.org/)
10:14:59	255/255	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:14:58%20GMT	https://centerforiranianmusic.org/performances	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/performances	(from https://centerforiranianmusic.org/)
10:14:59	19522/19522	---M--	200	added ('OK')	text/html	etag:%224c42-606ad7c9ab3e5%22	https://centerforiranianmusic.org/people/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/people/index.html	(from https://centerforiranianmusic.org/)
10:14:59	246/246	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:14:59%20GMT	https://centerforiranianmusic.org/FAQ	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/FAQ	(from https://centerforiranianmusic.org/)
10:14:59	261/261	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:14:59%20GMT	https://centerforiranianmusic.org/persiantranslation	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/persiantranslation	(from https://centerforiranianmusic.org/)
10:14:59	249/249	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:14:59%20GMT	https://centerforiranianmusic.org/donate	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/donate	(from https://centerforiranianmusic.org/)
10:15:00	250/250	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:14:59%20GMT	https://centerforiranianmusic.org/contact	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/contact	(from https://centerforiranianmusic.org/)
10:15:00	22374/22374	---M--	200	added ('OK')	text/html	etag:%225766-606ad7c9aea95%22	https://centerforiranianmusic.org/category/events/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/category/events/index.html	(from https://centerforiranianmusic.org/)
10:15:00	313/313	---M--	200	added ('OK')	image/gif	etag:%22139-606ad5a8e61be%22	https://centerforiranianmusic.org/wp-content/themes/studio/images/magnify.gif	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/themes/studio/images/magnify.gif	(from https://centerforiranianmusic.org/)
10:15:00	78455/78455	---M--	200	added ('OK')	image/jpeg	etag:%2213277-606ad5a8fd8be%22	https://centerforiranianmusic.org/wp-content/uploads/2013/02/Web_1.1.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2013/02/Web_1.1.jpg	(from https://centerforiranianmusic.org/)
10:15:00	44976/44976	---M--	200	added ('OK')	image/jpeg	etag:%22afb0-606ad5a8fd8be%22	https://centerforiranianmusic.org/wp-content/uploads/2013/02/Web_1.3.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2013/02/Web_1.3.jpg	(from https://centerforiranianmusic.org/)
10:15:00	51646/51646	---M--	200	added ('OK')	image/jpeg	etag:%22c9be-606ad5a8fd8be%22	https://centerforiranianmusic.org/wp-content/uploads/2013/02/Web_1.4.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2013/02/Web_1.4.jpg	(from https://centerforiranianmusic.org/)
10:15:01	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:15:01%20GMT	https://centerforiranianmusic.org/events/rohab-enemble-concert-with-vocalist-sepideh-raissadat	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/rohab-enemble-concert-with-vocalist-sepideh-raissadat	(from https://centerforiranianmusic.org/)
10:15:01	12738/12738	---M--	200	added ('OK')	text/html	etag:%2231c2-606ad7c9a4a6d%22	https://centerforiranianmusic.org/iranianmusic/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/iranianmusic/index.html	(from https://centerforiranianmusic.org/)
10:15:01	450/450	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:15:01%20GMT	https://centerforiranianmusic.org/uncategorized/heart-strums-concert-online-ticketing-%d9%81%d8%b1%d9%88%d8%b4-%d8%a7%d9%86%d9%84%d8%a7%db%8c%d9%86-%d8%a8%d9%84%db%8c%d8%b7-%da%a9%d9%86%d8%b3%d8%b1%d8%aa-%d8%b2%d8%ae%d9%85%d9%87-%d8%af%d9%84	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/uncategorized/heart-strums-concert-online-ticketing-%d9%81%d8%b1%d9%88%d8%b4-%d8%a7%d9%86%d9%84%d8%a7%db%8c%d9%86-%d8%a8%d9%84%db%8c%d8%b7-%da%a9%d9%86%d8%b3%d8%b1%d8%aa-%d8%b2%d8%ae%d9%85%d9%87-%d8%af%d9%84	(from https://centerforiranianmusic.org/)
10:15:01	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:15:01%20GMT	https://centerforiranianmusic.org/events/zakhmeh-del-concert	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/zakhmeh-del-concert	(from https://centerforiranianmusic.org/)
10:15:01	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:15:01%20GMT	https://centerforiranianmusic.org/uncategorized/santur-class	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/uncategorized/santur-class	(from https://centerforiranianmusic.org/)
10:15:02	755/755	---M--	200	added ('OK')	image/png	etag:%222f3-606ad5a8e715e%22	https://centerforiranianmusic.org/wp-content/themes/studio/social_icons/vimeo.png	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/themes/studio/social_icons/vimeo.png	(from https://centerforiranianmusic.org/)
10:15:02	18188/18188	---M--	200	added ('OK')	text/html	etag:%22470c-606ad7c9a4685%22	https://centerforiranianmusic.org/musicalhistory/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/musicalhistory/index.html	(from https://centerforiranianmusic.org/)
10:15:02	14184/14184	---M--	200	added ('OK')	text/html	etag:%223768-606ad7c9aee7d%22	https://centerforiranianmusic.org/generalhistory/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/generalhistory/index.html	(from https://centerforiranianmusic.org/)
10:15:02	49/49	---M--	200	added ('OK')	image/gif	etag:%2231-606ad5a8e61be%22	https://centerforiranianmusic.org/wp-content/themes/studio/images/bg_stripe.gif	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/themes/studio/images/bg_stripe.gif	(from https://centerforiranianmusic.org/wp-content/themes/studio/style.css)
10:15:02	18685/18685	---M--	200	added ('OK')	text/html	etag:%2248fd-606ad7c9b11a5%22	https://centerforiranianmusic.org/concepts/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/concepts/index.html	(from https://centerforiranianmusic.org/)
10:15:03	311/311	---M--	200	added ('OK')	image/png	etag:%22137-606ad5a8e61be%22	https://centerforiranianmusic.org/wp-content/themes/studio/images/navbar.png	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/themes/studio/images/navbar.png	(from https://centerforiranianmusic.org/wp-content/themes/studio/style.css)
10:15:03	12805/12805	---M--	200	added ('OK')	text/html	etag:%223205-606ad7c9a17a5%22	https://centerforiranianmusic.org/performances/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/performances/index.html	(from https://centerforiranianmusic.org/)
10:15:03	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-606ad5a8e61be%22	https://centerforiranianmusic.org/wp-content/themes/studio/images/dots_nav.gif	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/themes/studio/images/dots_nav.gif	(from https://centerforiranianmusic.org/wp-content/themes/studio/style.css)
10:15:03	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-606ad5a8e65a6%22	https://centerforiranianmusic.org/wp-content/themes/studio/images/dots_content.gif	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/themes/studio/images/dots_content.gif	(from https://centerforiranianmusic.org/wp-content/themes/studio/style.css)
10:15:03	93/93	---M--	200	added ('OK')	image/png	etag:%225d-606ad5a8e61be%22	https://centerforiranianmusic.org/wp-content/themes/studio/images/sub.png	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/themes/studio/images/sub.png	(from https://centerforiranianmusic.org/wp-content/themes/studio/style.css)
10:15:03	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-606ad5a8e65a6%22	https://centerforiranianmusic.org/wp-content/themes/studio/images/dots_footer.gif	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/themes/studio/images/dots_footer.gif	(from https://centerforiranianmusic.org/wp-content/themes/studio/style.css)
10:15:04	26080/26080	---M--	200	added ('OK')	text/html	etag:%2265e0-606adaf263648%22	https://centerforiranianmusic.org/FAQ/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/FAQ/index.html	(from https://centerforiranianmusic.org/)
10:15:04	196/196	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2014:15:04%20GMT	https://centerforiranianmusic.org/wp-content/uploads/2017/07/Poster-Rohab-.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2017/07/Poster-Rohab-.jpg	(from https://centerforiranianmusic.org/feed/)
10:15:04	12493/12493	---M--	200	added ('OK')	text/html	etag:%2230cd-606ad7c9ae6ad%22	https://centerforiranianmusic.org/persiantranslation/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/persiantranslation/index.html	(from https://centerforiranianmusic.org/)
10:15:04	10076/10076	---M--	200	added ('OK')	image/jpeg	etag:%22275c-606ad5a908c6f%22	https://centerforiranianmusic.org/wp-content/uploads/2017/07/Poster-Rohab--150x150.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2017/07/Poster-Rohab--150x150.jpg	(from https://centerforiranianmusic.org/feed/)
10:15:04	159763/159763	---M--	200	added ('OK')	image/jpeg	etag:%2227013-606ad5a908887%22	https://centerforiranianmusic.org/wp-content/uploads/2016/07/image1.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2016/07/image1.jpg	(from https://centerforiranianmusic.org/feed/)
10:15:05	11236/11236	---M--	200	added ('OK')	image/jpeg	etag:%222be4-606ad5a908887%22	https://centerforiranianmusic.org/wp-content/uploads/2016/07/image1-150x150.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2016/07/image1-150x150.jpg	(from https://centerforiranianmusic.org/feed/)
10:15:05	13009/13009	---M--	200	added ('OK')	text/html	etag:%2232d1-606ad7c9a1f75%22	https://centerforiranianmusic.org/donate/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/donate/index.html	(from https://centerforiranianmusic.org/)
10:15:05	234023/234023	---M--	200	added ('OK')	image/jpeg	etag:%2239227-606ad5a90849f%22	https://centerforiranianmusic.org/wp-content/uploads/2015/08/Main-picture-2.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2015/08/Main-picture-2.jpg	(from https://centerforiranianmusic.org/feed/)
10:15:05	13257/13257	---M--	200	added ('OK')	image/jpeg	etag:%2233c9-606ad5a90849f%22	https://centerforiranianmusic.org/wp-content/uploads/2015/08/Main-picture-2-150x150.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2015/08/Main-picture-2-150x150.jpg	(from https://centerforiranianmusic.org/feed/)
10:15:05	7298/7298	---M--	200	added ('OK')	image/jpeg	etag:%221c82-606ad5a90849f%22	https://centerforiranianmusic.org/wp-content/uploads/2015/03/1424439298_10934053_10152563637390216_1421721926134394797_n-Copy.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2015/03/1424439298_10934053_10152563637390216_1421721926134394797_n-Copy.jpg	(from https://centerforiranianmusic.org/feed/)
10:15:06	6794/6794	---M--	200	added ('OK')	image/jpeg	etag:%221a8a-606ad5a90849f%22	https://centerforiranianmusic.org/wp-content/uploads/2015/03/1424439298_10934053_10152563637390216_1421721926134394797_n-Copy-150x100.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2015/03/1424439298_10934053_10152563637390216_1421721926134394797_n-Copy-150x100.jpg	(from https://centerforiranianmusic.org/feed/)
10:15:06	13511/13511	---M--	200	added ('OK')	text/html	etag:%2234c7-606ad7c9a1b8d%22	https://centerforiranianmusic.org/contact/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/contact/index.html	(from https://centerforiranianmusic.org/)
10:15:06	638200/638200	---M--	200	added ('OK')	image/jpeg	etag:%229bcf8-606ad5a90849f%22	https://centerforiranianmusic.org/wp-content/uploads/2015/01/Matka-concert-Final-Poster.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2015/01/Matka-concert-Final-Poster.jpg	(from https://centerforiranianmusic.org/feed/)
10:15:06	10171/10171	---M--	200	added ('OK')	image/jpeg	etag:%2227bb-606ad5a907ccf%22	https://centerforiranianmusic.org/wp-content/uploads/2015/01/Matka-concert-Final-Poster-150x150.jpg	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-content/uploads/2015/01/Matka-concert-Final-Poster-150x150.jpg	(from https://centerforiranianmusic.org/feed/)
10:15:07	14875/14875	---M--	200	added ('OK')	text/html	etag:%223a1b-606ad7c9a8cd5%22	https://centerforiranianmusic.org/events/rohab-enemble-concert-with-vocalist-sepideh-raissadat/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/rohab-enemble-concert-with-vocalist-sepideh-raissadat/index.html	(from https://centerforiranianmusic.org/)
10:15:07	13663/13663	---M--	200	added ('OK')	text/html	etag:%22355f-606ad7c99f095%22	https://centerforiranianmusic.org/uncategorized/heart-strums-concert-online-ticketing-%d9%81%d8%b1%d9%88%d8%b4-%d8%a7%d9%86%d9%84%d8%a7%db%8c%d9%86-%d8%a8%d9%84%db%8c%d8%b7-%da%a9%d9%86%d8%b3%d8%b1%d8%aa-%d8%b2%d8%ae%d9%85%d9%87-%d8%af%d9%84/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/uncategorized/heart-strums-concert-online-ticketing-%d9%81%d8%b1%d9%88%d8%b4-%d8%a7%d9%86%d9%84%d8%a7%db%8c%d9%86-%d8%a8%d9%84%db%8c%d8%b7-%da%a9%d9%86%d8%b3%d8%b1%d8%aa-%d8%b2%d8%ae%d9%85%d9%87-%d8%af%d9%84/index.html	(from https://centerforiranianmusic.org/)
10:15:07	196/196	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2014:15:07%20GMT	https://centerforiranianmusic.org/wp-atom.php	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/wp-atom.php	(from https://centerforiranianmusic.org/feed/atom/)
10:15:07	13468/13468	---M--	200	added ('OK')	text/html	etag:%22349c-606ad7c9a5a0d%22	https://centerforiranianmusic.org/events/zakhmeh-del-concert/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/zakhmeh-del-concert/index.html	(from https://centerforiranianmusic.org/)
10:15:07	196/196	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2014:15:07%20GMT	https://centerforiranianmusic.org/events/rohab-enemble-concert-with-vocalist-sepideh-raissadat/feed/atom	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/rohab-enemble-concert-with-vocalist-sepideh-raissadat/feed/atom	(from https://centerforiranianmusic.org/feed/atom/)
10:15:08	196/196	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2014:15:07%20GMT	https://centerforiranianmusic.org/uncategorized/heart-strums-concert-online-ticketing-%d9%81%d8%b1%d9%88%d8%b4-%d8%a7%d9%86%d9%84%d8%a7%db%8c%d9%86-%d8%a8%d9%84%db%8c%d8%b7-%da%a9%d9%86%d8%b3%d8%b1%d8%aa-%d8%b2%d8%ae%d9%85%d9%87-%d8%af%d9%84/feed/atom	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/uncategorized/heart-strums-concert-online-ticketing-%d9%81%d8%b1%d9%88%d8%b4-%d8%a7%d9%86%d9%84%d8%a7%db%8c%d9%86-%d8%a8%d9%84%db%8c%d8%b7-%da%a9%d9%86%d8%b3%d8%b1%d8%aa-%d8%b2%d8%ae%d9%85%d9%87-%d8%af%d9%84/feed/atom	(from https://centerforiranianmusic.org/feed/atom/)
10:15:08	14430/14430	---M--	200	added ('OK')	text/html	etag:%22385e-606ad7c99dd0d%22	https://centerforiranianmusic.org/uncategorized/santur-class/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/uncategorized/santur-class/index.html	(from https://centerforiranianmusic.org/)
10:15:08	196/196	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2014:15:08%20GMT	https://centerforiranianmusic.org/events/zakhmeh-del-concert/feed/atom	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/zakhmeh-del-concert/feed/atom	(from https://centerforiranianmusic.org/feed/atom/)
10:15:08	196/196	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2014:15:08%20GMT	https://centerforiranianmusic.org/uncategorized/santur-class/feed/atom	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/uncategorized/santur-class/feed/atom	(from https://centerforiranianmusic.org/feed/atom/)
10:15:08	326/326	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:15:08%20GMT	https://centerforiranianmusic.org/events/music-from-an-ancient-land-traditional-folk-and-contemporary-music-of-iran-2	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/music-from-an-ancient-land-traditional-folk-and-contemporary-music-of-iran-2	(from https://centerforiranianmusic.org/feed/atom/)
10:15:09	196/196	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2014:15:08%20GMT	https://centerforiranianmusic.org/events/music-from-an-ancient-land-traditional-folk-and-contemporary-music-of-iran-2/feed/atom	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/music-from-an-ancient-land-traditional-folk-and-contemporary-music-of-iran-2/feed/atom	(from https://centerforiranianmusic.org/feed/atom/)
10:15:09	13747/13747	---M--	200	added ('OK')	text/html	etag:%2235b3-606ad7c9a7565%22	https://centerforiranianmusic.org/events/music-from-an-ancient-land-traditional-folk-and-contemporary-music-of-iran-2/	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/music-from-an-ancient-land-traditional-folk-and-contemporary-music-of-iran-2/index.html	(from https://centerforiranianmusic.org/feed/atom/)
10:15:09	293/293	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:15:09%20GMT	https://centerforiranianmusic.org/events/special-thanks-to-the-segah-festival-donors	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/special-thanks-to-the-segah-festival-donors	(from https://centerforiranianmusic.org/feed/atom/)
10:15:09	196/196	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2014:15:09%20GMT	https://centerforiranianmusic.org/events/special-thanks-to-the-segah-festival-donors/feed/atom	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/special-thanks-to-the-segah-festival-donors/feed/atom	(from https://centerforiranianmusic.org/feed/atom/)
10:15:09	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2014:15:09%20GMT	https://centerforiranianmusic.org/events/the-segah-festival-of-persian-and-turkish-music	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/the-segah-festival-of-persian-and-turkish-music	(from https://centerforiranianmusic.org/feed/atom/)
10:15:10	196/196	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2014:15:10%20GMT	https://centerforiranianmusic.org/events/the-segah-festival-of-persian-and-turkish-music/feed/atom	C:/Users/studio/Downloads/centerforiranianmusic/centerforiranianmusic.org/events/the-segah-festival-of-persian-and-turkish-music/feed/atom	(from https://centerforiranianmusic.org/feed/atom/)
